element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(10^8 s^-1),fik,S(a.u.),log_gf,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
N,5,"=""2.9460""","=""0.0020""","=""2.946630""","=""0.000016""","=""-0.0006""","=""3394400""","=""*""","=""""","=""""","=""""","=""""",,"=""80463.8""","=""(3474171)""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""2P""","=""1/2""",2,2,,"=""""","=""L22456,L4172""",
N,5,"=""2.9460""","=""0.0020""","=""2.946855""","=""0.000016""","=""-0.0009""","=""3394400""","=""*""","=""""","=""""","=""""","=""""",,"=""80723.0""","=""(3474171)""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""2P""","=""1/2""",4,2,,"=""""","=""L22456,L4172""",
N,6,"=""""","=""""","=""2.9534682""","=""0.0000006""","=""""","=""3385849.9""","=""""","=""2.55e-06""","=""1.00e-10""","=""7.31e-07""","=""-10.000""",A+,"=""0.00""","=""(3385849.915)""","=""1s2""","=""1S""","=""0""","=""1s.2s""","=""3S""","=""1""",1,3,M1,"=""T1896,T6117""","=""""",
N,5,"=""2.9567""","=""0.0006""","=""2.95728""","=""0.00004""","=""-0.0006""","=""3382100""","=""*""","=""""","=""""","=""""","=""""",,"=""80463.8""","=""(3461949)""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""2D""","=""3/2""",2,4,,"=""""","=""L22456,L4172""",
N,5,"=""2.9567""","=""0.0006""","=""2.95751""","=""0.00004""","=""-0.0008""","=""3382100""","=""*""","=""""","=""""","=""""","=""""",,"=""80723.0""","=""(3461949)""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""2D""","=""3/2""",4,4,,"=""""","=""L22456,L4172""",
N,5,"=""2.9567""","=""0.0006""","=""2.95765""","=""0.00004""","=""-0.0010""","=""3382100""","=""*""","=""""","=""""","=""""","=""""",,"=""80723.0""","=""(3461784)""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""2D""","=""5/2""",4,6,,"=""""","=""L22456,L4172""",
N,5,"=""""","=""""","=""2.987054""","=""0.000012""","=""""","=""3347780""","=""""","=""""","=""""","=""""","=""""",,"=""80463.8""","=""3428244+x""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""4P""","=""5/2""",2,6,,"=""""","=""""",
N,5,"=""""","=""""","=""2.987155""","=""0.000012""","=""""","=""3347667""","=""""","=""""","=""""","=""""","=""""",,"=""80463.8""","=""3428131+x""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""4P""","=""3/2""",2,4,,"=""""","=""""",
N,5,"=""""","=""""","=""2.987285""","=""0.000012""","=""""","=""3347521""","=""""","=""""","=""""","=""""","=""""",,"=""80723.0""","=""3428244+x""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""4P""","=""5/2""",4,6,,"=""""","=""""",
N,5,"=""""","=""""","=""2.987300""","=""0.000012""","=""""","=""3347504""","=""""","=""""","=""""","=""""","=""""",,"=""80463.8""","=""3427968+x""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""4P""","=""1/2""",2,2,,"=""""","=""""",
N,5,"=""""","=""""","=""2.987386""","=""0.000012""","=""""","=""3347408""","=""""","=""""","=""""","=""""","=""""",,"=""80723.0""","=""3428131+x""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""4P""","=""3/2""",4,4,,"=""""","=""""",
N,5,"=""""","=""""","=""2.987532""","=""0.000012""","=""""","=""3347245""","=""""","=""""","=""""","=""""","=""""",,"=""80723.0""","=""3427968+x""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""4P""","=""1/2""",4,2,,"=""""","=""""",
N,5,"=""""","=""""","=""2.995595""","=""0.000013""","=""""","=""3338235""","=""""","=""""","=""""","=""""","=""""",,"=""0.0""","=""3338235+x""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(3P*)""","=""4P*""","=""5/2""",2,6,,"=""""","=""""",
N,5,"=""""","=""""","=""2.995784""","=""0.000010""","=""""","=""3338024""","=""""","=""""","=""""","=""""","=""""",,"=""0.0""","=""(3338024)+x""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(3P*)""","=""4P*""","=""3/2""",2,4,,"=""""","=""""",
N,5,"=""""","=""""","=""2.995820""","=""0.000014""","=""""","=""3337984""","=""""","=""""","=""""","=""""","=""""",,"=""0.0""","=""3337984+x""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(3P*)""","=""4P*""","=""1/2""",2,2,,"=""""","=""""",
N,5,"=""""","=""""","=""3.09232""","=""0.00006""","=""""","=""3233820""","=""""","=""""","=""""","=""""","=""""",,"=""80463.8""","=""(3314286)""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2s2""","=""2S""","=""1/2""",2,2,,"=""""","=""""",
N,5,"=""""","=""""","=""3.09256""","=""0.00006""","=""""","=""3233560""","=""""","=""""","=""""","=""""","=""""",,"=""80723.0""","=""(3314286)""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2s2""","=""2S""","=""1/2""",4,2,,"=""""","=""""",
N,7,"=""""","=""""","=""8.36158974""","=""0.00000004""","=""""","=""1195944.828""","=""""","=""1.0326e+02""","=""2.1647e-02""","=""1.1918e-02""","=""-1.36358""",AA,"=""(4034761.9005)""","=""(5230706.7284)""","=""2p""","=""2P*""","=""1/2""","=""6d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
N,7,"=""""","=""""","=""8.36180537""","=""0.00000004""","=""""","=""1195913.988""","=""""","=""5.8968e+00""","=""6.1812e-04""","=""3.4031e-04""","=""-2.90789""",AA,"=""(4034761.9005)""","=""(5230675.8880)""","=""2p""","=""2P*""","=""1/2""","=""6s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
N,7,"=""""","=""""","=""8.36190681""","=""0.00000004""","=""""","=""1195899.479""","=""""","=""6.8698e+01""","=""1.4403e-02""","=""7.9296e-03""","=""-1.54053""",AA,"=""(4034807.306)""","=""(5230706.7846)""","=""2s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
N,7,"=""""","=""""","=""8.36213477""","=""0.00000004""","=""""","=""1195866.878""","=""""","=""6.8763e+01""","=""7.2085e-03""","=""3.9689e-03""","=""-1.84113""",AA,"=""(4034807.306)""","=""(5230674.1843)""","=""2s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
N,7,"=""""","=""""","=""8.36767315""","=""0.00000004""","=""""","=""1195075.359""","=""""","=""1.2365e+02""","=""1.9469e-02""","=""2.1453e-02""","=""-1.10860""",AA,"=""(4035642.2253)""","=""(5230717.5847)""","=""2p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
N,7,"=""""","=""""","=""8.36774917""","=""0.00000004""","=""""","=""1195064.503""","=""""","=""2.0592e+01""","=""2.1616e-03""","=""2.3818e-03""","=""-2.06317""",AA,"=""(4035642.2253)""","=""(5230706.7284)""","=""2p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
N,7,"=""""","=""""","=""8.36796511""","=""0.00000004""","=""""","=""1195033.663""","=""""","=""1.1853e+01""","=""6.2213e-04""","=""6.8555e-04""","=""-2.60406""",AA,"=""(4035642.2253)""","=""(5230675.8880)""","=""2p""","=""2P*""","=""3/2""","=""6s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
N,7,"=""""","=""""","=""8.84789753""","=""0.00000005""","=""""","=""1130212.004""","=""""","=""1.8914e+02""","=""4.4397e-02""","=""2.5864e-02""","=""-1.05162""",AA,"=""(4034761.9005)""","=""(5164973.9041)""","=""2p""","=""2P*""","=""1/2""","=""5d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
N,7,"=""""","=""""","=""8.84825225""","=""0.00000005""","=""""","=""1130166.694""","=""""","=""1.1892e+02""","=""2.7917e-02""","=""1.6264e-02""","=""-1.25311""",AA,"=""(4034807.306)""","=""(5164974.0004)""","=""2s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
N,7,"=""""","=""""","=""8.84831480""","=""0.00000005""","=""""","=""1130158.705""","=""""","=""1.0339e+01""","=""1.2135e-03""","=""7.0700e-04""","=""-2.61491""",AA,"=""(4034761.9005)""","=""(5164920.6054)""","=""2p""","=""2P*""","=""1/2""","=""5s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
N,7,"=""""","=""""","=""8.84869334""","=""0.00000005""","=""""","=""1130110.358""","=""""","=""1.1905e+02""","=""1.3975e-02""","=""8.1421e-03""","=""-1.55362""",AA,"=""(4034807.306)""","=""(5164917.6642)""","=""2s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
N,7,"=""""","=""""","=""8.85464747""","=""0.00000005""","=""""","=""1129350.439""","=""""","=""2.2653e+02""","=""3.9940e-02""","=""4.6571e-02""","=""-0.79653""",AA,"=""(4035642.2253)""","=""(5164992.6638)""","=""2p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
N,7,"=""""","=""""","=""8.85479455""","=""0.00000005""","=""""","=""1129331.679""","=""""","=""3.7728e+01""","=""4.4348e-03""","=""5.1712e-03""","=""-1.75107""",AA,"=""(4035642.2253)""","=""(5164973.9041)""","=""2p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
N,7,"=""""","=""""","=""8.85521248""","=""0.00000005""","=""""","=""1129278.380""","=""""","=""2.0782e+01""","=""1.2215e-03""","=""1.4244e-03""","=""-2.31103""",AA,"=""(4035642.2253)""","=""(5164920.6054)""","=""2p""","=""2P*""","=""3/2""","=""5s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
N,7,"=""""","=""""","=""9.90881806""","=""0.00000006""","=""""","=""1009202.101""","=""""","=""4.1381e+02""","=""1.2182e-01""","=""7.9480e-02""","=""-0.61324""",AA,"=""(4034761.9005)""","=""(5043964.0012)""","=""2p""","=""2P*""","=""1/2""","=""4d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
N,7,"=""""","=""""","=""9.90926206""","=""0.00000006""","=""""","=""1009156.881""","=""""","=""2.3231e+02""","=""6.8397e-02""","=""4.4625e-02""","=""-0.86393""",AA,"=""(4034807.306)""","=""(5043964.1872)""","=""2s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
N,7,"=""""","=""""","=""9.90984042""","=""0.00000006""","=""""","=""1009097.985""","=""""","=""2.0687e+01""","=""3.0457e-03""","=""1.9873e-03""","=""-2.21528""",AA,"=""(4034761.9005)""","=""(5043859.8855)""","=""2p""","=""2P*""","=""1/2""","=""4s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
N,7,"=""""","=""""","=""9.91034268""","=""0.00000006""","=""""","=""1009046.843""","=""""","=""2.3266e+02""","=""3.4257e-02""","=""2.2354e-02""","=""-1.16422""",AA,"=""(4034807.306)""","=""(5043854.1492)""","=""2s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
N,7,"=""""","=""""","=""9.91710869""","=""0.00000006""","=""""","=""1008358.415""","=""""","=""4.9569e+02""","=""1.0963e-01""","=""1.4317e-01""","=""-0.35801""",AA,"=""(4035642.2253)""","=""(5044000.6402)""","=""2p""","=""2P*""","=""3/2""","=""4d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
N,7,"=""""","=""""","=""9.91746905""","=""0.00000006""","=""""","=""1008321.776""","=""""","=""8.2573e+01""","=""1.2176e-02""","=""1.5901e-02""","=""-1.31244""",AA,"=""(4035642.2253)""","=""(5043964.0012)""","=""2p""","=""2P*""","=""3/2""","=""4d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
N,7,"=""""","=""""","=""9.91849319""","=""0.00000006""","=""""","=""1008217.660""","=""""","=""4.1585e+01""","=""3.0666e-03""","=""4.0053e-03""","=""-1.91128""",AA,"=""(4035642.2253)""","=""(5043859.8855)""","=""2p""","=""2P*""","=""3/2""","=""4s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
N,6,"=""""","=""""","=""10.50603""","=""0.00003""","=""""","=""951835""","=""""","=""1.58e+01""","=""7.82e-03""","=""2.70e-03""","=""-2.107""",A,"=""(3439265.452)""","=""(4391100.1)""","=""1s.2s""","=""1S""","=""0""","=""1s.8p""","=""1P*""","=""1""",1,3,,"=""T5231""","=""""",
N,6,"=""""","=""""","=""10.71823""","=""0.00003""","=""""","=""932989.8""","=""""","=""2.31e+01""","=""1.19e-02""","=""4.21e-03""","=""-1.923""",A,"=""(3439265.452)""","=""(4372255.3)""","=""1s.2s""","=""1S""","=""0""","=""1s.7p""","=""1P*""","=""1""",1,3,,"=""T5231""","=""""",
N,6,"=""""","=""""","=""11.06232""","=""0.00003""","=""""","=""903969.2""","=""""","=""3.642e+01""","=""2.004e-02""","=""7.299e-03""","=""-1.698""",AA,"=""(3439265.452)""","=""(4343234.7)""","=""1s.2s""","=""1S""","=""0""","=""1s.6p""","=""1P*""","=""1""",1,3,,"=""T5997""","=""""",
N,6,"=""""","=""""","=""11.68398""","=""0.00003""","=""""","=""855872.8""","=""""","=""6.275e+01""","=""3.844e-02""","=""1.477e-02""","=""-1.415""",AA,"=""(3439265.452)""","=""(4295138.3)""","=""1s.2s""","=""1S""","=""0""","=""1s.5p""","=""1P*""","=""1""",1,3,,"=""T5997""","=""""",
N,6,"=""""","=""""","=""11.67777""","=""0.00015""","=""""","=""856328""","=""""","=""7.460e+01""","=""4.576e-02""","=""1.759e-02""","=""-1.339""",AA,"=""(3438270.422)""","=""(4294598)""","=""1s.2p""","=""3P*""","=""0""","=""1s.5d""","=""3D""","=""1""",1,3,,"=""T5997LS""","=""""",
N,6,"=""""","=""""","=""11.67789""","=""0.00015""","=""""","=""856319""","=""""","=""5.594e+01""","=""1.144e-02""","=""1.319e-02""","=""-1.464""",AA,"=""(3438279.098)""","=""(4294598)""","=""1s.2p""","=""3P*""","=""1""","=""1s.5d""","=""3D""","=""1""",3,3,,"=""T5997LS""","=""""",
N,6,"=""""","=""""","=""11.67788""","=""0.00015""","=""""","=""856320""","=""""","=""1.007e+02""","=""3.432e-02""","=""3.959e-02""","=""-0.987""",AA,"=""(3438279.098)""","=""(4294599)""","=""1s.2p""","=""3P*""","=""1""","=""1s.5d""","=""3D""","=""2""",3,5,,"=""T5997LS""","=""""",
N,6,"=""""","=""""","=""11.68177""","=""0.00015""","=""""","=""856035""","=""""","=""1.341e+02""","=""3.842e-02""","=""7.388e-02""","=""-0.717""",AA,"=""(3438570.098)""","=""(4294605)""","=""1s.2p""","=""3P*""","=""2""","=""1s.5d""","=""3D""","=""3""",5,7,,"=""T5997LS""","=""""",
N,6,"=""""","=""""","=""11.68185""","=""0.00015""","=""""","=""856029""","=""""","=""3.353e+01""","=""6.861e-03""","=""1.319e-02""","=""-1.465""",AA,"=""(3438570.098)""","=""(4294599)""","=""1s.2p""","=""3P*""","=""2""","=""1s.5d""","=""3D""","=""2""",5,5,,"=""T5997LS""","=""""",
N,6,"=""""","=""""","=""11.68186""","=""0.00015""","=""""","=""856028""","=""""","=""3.726e+00""","=""4.575e-04""","=""8.797e-04""","=""-2.641""",AA,"=""(3438570.098)""","=""(4294598)""","=""1s.2p""","=""3P*""","=""2""","=""1s.5d""","=""3D""","=""1""",5,3,,"=""T5997LS""","=""""",
N,6,"=""""","=""""","=""11.73899""","=""0.00007""","=""""","=""851862""","=""""","=""2.754e+00""","=""1.707e-03""","=""6.597e-04""","=""-2.768""",AA,"=""(3438270.422)""","=""(4290132.6)""","=""1s.2p""","=""3P*""","=""0""","=""1s.5s""","=""3S""","=""1""",1,3,,"=""T5997LS""","=""""",
N,6,"=""""","=""""","=""11.73911""","=""0.00007""","=""""","=""851854""","=""""","=""8.262e+00""","=""1.707e-03""","=""1.979e-03""","=""-2.291""",AA,"=""(3438279.098)""","=""(4290132.6)""","=""1s.2p""","=""3P*""","=""1""","=""1s.5s""","=""3S""","=""1""",3,3,,"=""T5997LS""","=""""",
N,6,"=""""","=""""","=""11.74312""","=""0.00007""","=""""","=""851563""","=""""","=""1.376e+01""","=""1.707e-03""","=""3.300e-03""","=""-2.069""",AA,"=""(3438570.098)""","=""(4290132.6)""","=""1s.2p""","=""3P*""","=""2""","=""1s.5s""","=""3S""","=""1""",5,3,,"=""T5997LS""","=""""",
N,6,"=""""","=""""","=""12.18170""","=""0.00015""","=""""","=""820903""","=""""","=""1.163e+02""","=""4.312e-02""","=""5.189e-02""","=""-0.888""",AA,"=""(3473794.8085)""","=""(4294698)""","=""1s.2p""","=""1P*""","=""1""","=""1s.5d""","=""1D""","=""2""",3,5,,"=""T5997""","=""""",
N,6,"=""""","=""""","=""12.20692""","=""0.00007""","=""""","=""819207""","=""""","=""2.259e+01""","=""1.682e-03""","=""2.028e-03""","=""-2.297""",AA,"=""(3473794.8085)""","=""(4293002.0)""","=""1s.2p""","=""1P*""","=""1""","=""1s.5s""","=""1S""","=""0""",3,1,,"=""T5997""","=""""",
N,6,"=""""","=""""","=""13.03054""","=""0.00004""","=""""","=""767427.7""","=""""","=""1.207e+02""","=""9.215e-02""","=""3.952e-02""","=""-1.036""",AA,"=""(3439265.452)""","=""(4206693.2)""","=""1s.2s""","=""1S""","=""0""","=""1s.4p""","=""1P*""","=""1""",1,3,,"=""T5997""","=""""",
